Instances,feature_ stacks,feature_ tiers,feature_ stacktierratio,feature_ containerdensity,feature_ emptystackpct,feature_ overstowingstackpct,feature_ overstowing2contstackpct,feature_ groupsamemin,feature_ groupsamemax,feature_ groupsamemean,feature_ groupsamestdev,feature_ topgoodmin,feature_ topgoodmax,feature_ topgoodmean,feature_ topgoodstdev,feature_ overstowagepct,feature_ bflb,feature_ leftdensity,feature_ tierweightedgroups,feature_ avgl1topleftlggroup,feature_ contemptygrtestack,feature_ pctbottompctontop,algo_astar-symmulgt-transmul,algo_astar-symmullt-transmul,algo_idastar-symmulgt-transmul,algo_idastar-symmullt-transmul
cv_data4-6-18,6.0,6.0,1.0,0.666667,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,16.0,7.66667,5.15321,0.472222,21.0,0.333333,0.457084,0.444444,0.0,0.333333,209.581,200.317,49.899,31.87
cv_data4-6-19,6.0,6.0,1.0,0.666667,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,21.0,7.66667,7.11024,0.416667,17.0,0.333333,0.478717,0.777778,0.0,0.166667,35.094,41.263,11.369,7.944
cv_data4-6-2,6.0,6.0,1.0,0.666667,0.0,1.0,1.0,1.0,1.0,1.0,0.0,2.0,11.0,6.0,3.05505,0.25,11.0,0.333333,0.538419,0.944444,0.0,0.333333,0.128,0.12,0.46,0.312
cv_data4-6-20,6.0,6.0,1.0,0.666667,0.0,0.833333,0.833333,1.0,1.0,1.0,0.0,1.0,16.0,8.6,5.23832,0.361111,15.0,0.333333,0.482064,0.722222,0.0,0.333333,1.92,1.972,17.581,14.749
cv_data4-6-21,6.0,6.0,1.0,0.666667,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,17.0,8.16667,5.01387,0.444444,20.0,0.333333,0.444794,0.555556,0.0,0.166667,72.617,74.905,6.868,6.24
cv_data4-6-24,6.0,6.0,1.0,0.666667,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,15.0,8.0,5.16398,0.416667,19.0,0.333333,0.481515,0.611111,0.0,0.333333,NaN,NaN,57.016,38.75
cv_data4-6-25,6.0,6.0,1.0,0.666667,0.0,1.0,1.0,1.0,1.0,1.0,0.0,2.0,14.0,6.33333,3.94405,0.444444,19.0,0.333333,0.414468,0.611111,0.0,0.166667,1.096,1.096,0.528,0.72
cv_data4-6-27,6.0,6.0,1.0,0.666667,0.0,1.0,1.0,1.0,1.0,1.0,0.0,2.0,19.0,8.83333,5.81425,0.388889,16.0,0.333333,0.490857,0.944444,0.0,0.5,2.304,2.252,2.128,1.328
cv_data4-6-28,6.0,6.0,1.0,0.666667,0.0,1.0,1.0,1.0,1.0,1.0,0.0,2.0,15.0,7.33333,4.26875,0.444444,20.0,0.333333,0.478567,0.611111,0.0,0.5,632.216,831.544,166.166,87.113
cv_data4-6-29,6.0,6.0,1.0,0.666667,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,13.0,6.33333,4.14997,0.361111,16.0,0.333333,0.473571,0.777778,0.0,0.0,9.033,8.221,1.64,1.42
cv_data4-6-3,6.0,6.0,1.0,0.666667,0.0,1.0,1.0,1.0,1.0,1.0,0.0,4.0,17.0,9.5,4.34933,0.416667,18.0,0.333333,0.498102,0.777778,0.0,0.5,53.983,71.597,61.412,47.743
cv_data4-6-30,6.0,6.0,1.0,0.666667,0.0,0.833333,0.833333,1.0,1.0,1.0,0.0,1.0,14.0,7.6,5.1614,0.361111,15.0,0.333333,0.481115,0.722222,0.0,0.333333,5.232,4.676,2.12,1.932
cv_data4-6-32,6.0,6.0,1.0,0.666667,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,21.0,9.16667,6.84146,0.416667,17.0,0.333333,0.48756,0.777778,0.0,0.166667,205.333,228.702,9.957,10.213
cv_data4-6-33,6.0,6.0,1.0,0.666667,0.0,0.833333,0.833333,1.0,1.0,1.0,0.0,1.0,20.0,7.6,6.65132,0.305556,12.0,0.333333,0.493106,0.722222,0.0,0.333333,7.04,6.008,2.58,31.722
cv_data4-6-34,6.0,6.0,1.0,0.666667,0.0,1.0,1.0,1.0,1.0,1.0,0.0,2.0,15.0,7.83333,4.52462,0.472222,21.0,0.333333,0.474121,0.611111,0.0,0.0,65.304,60.68,26.746,20.633
cv_data4-6-35,6.0,6.0,1.0,0.666667,0.0,1.0,1.0,1.0,1.0,1.0,0.0,3.0,17.0,8.0,4.76095,0.416667,17.0,0.333333,0.486611,0.777778,0.0,0.166667,20.281,22.957,2.484,2.684
cv_data4-6-36,6.0,6.0,1.0,0.666667,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,19.0,6.33333,5.8784,0.388889,17.0,0.333333,0.458733,0.444444,0.0,0.166667,635.312,813.615,18.949,12.849
cv_data4-6-37,6.0,6.0,1.0,0.666667,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,12.0,5.16667,3.43592,0.361111,16.0,0.333333,0.453637,0.944444,0.0,0.166667,40.55,47.559,30.566,15.421
cv_data4-6-39,6.0,6.0,1.0,0.666667,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,8.0,3.83333,2.26691,0.305556,14.0,0.333333,0.482464,0.611111,0.0,0.0,1.176,1.224,0.612,0.372
cv_data4-6-4,6.0,6.0,1.0,0.666667,0.0,1.0,1.0,1.0,1.0,1.0,0.0,3.0,15.0,8.0,4.54606,0.416667,18.0,0.333333,0.496703,0.611111,0.0,0.333333,174.419,146.437,2.516,1.432
cv_data4-6-40,6.0,6.0,1.0,0.666667,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,15.0,8.33333,4.88763,0.472222,21.0,0.333333,0.473671,0.388889,0.0,0.5,30.45,27.162,10.117,11.849
cv_data4-6-5,6.0,6.0,1.0,0.666667,0.0,0.833333,0.833333,1.0,1.0,1.0,0.0,1.0,20.0,6.8,7.02567,0.388889,15.0,0.333333,0.488259,0.888889,0.0,0.333333,2.14,1.788,1.936,0.788
cv_data4-6-7,6.0,6.0,1.0,0.666667,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,19.0,8.66667,6.59966,0.444444,19.0,0.333333,0.457234,0.611111,0.0,0.166667,NaN,NaN,84.385,80.585
cv_data4-6-8,6.0,6.0,1.0,0.666667,0.0,0.833333,0.833333,1.0,1.0,1.0,0.0,1.0,15.0,8.2,5.34416,0.361111,14.0,0.333333,0.483963,0.888889,0.0,0.333333,0.104,0.092,0.22,0.088
cv_data4-6-9,6.0,6.0,1.0,0.666667,0.0,0.833333,0.833333,1.0,1.0,1.0,0.0,2.0,14.0,7.0,4.97996,0.361111,15.0,0.333333,0.451888,0.555556,0.0,0.166667,3.552,3.28,1.004,0.76
cv_data4-7-1,7.0,6.0,0.857143,0.666667,0.0,1.0,1.0,1.0,1.0,1.0,0.0,2.0,14.0,7.57143,4.49943,0.380952,19.0,0.333333,0.469975,0.947368,0.0,0.285714,86.009,56.924,2.644,2.336
cv_data4-7-10,7.0,6.0,0.857143,0.666667,0.0,1.0,1.0,1.0,1.0,1.0,0.0,3.0,26.0,10.2857,7.51597,0.380952,18.0,0.333333,0.494054,0.684211,0.0,0.428571,NaN,NaN,96.27,96.41
cv_data4-7-11,7.0,6.0,0.857143,0.666667,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,17.0,8.42857,5.60248,0.404762,21.0,0.333333,0.461313,0.526316,0.0,0.142857,1.432,0.76,0.3,0.112
cv_data4-7-12,7.0,6.0,0.857143,0.666667,0.0,1.0,1.0,1.0,1.0,1.0,0.0,3.0,22.0,11.0,7.11136,0.452381,22.0,0.333333,0.461533,0.789474,0.0,0.285714,NaN,NaN,247.307,275.873
cv_data4-7-13,7.0,6.0,0.857143,0.666667,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,17.0,9.14286,5.84144,0.333333,17.0,0.333333,0.485979,0.947368,0.0,0.285714,395.429,332.793,0.62,0.396
cv_data4-7-14,7.0,6.0,0.857143,0.666667,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,19.0,7.85714,5.69282,0.428571,21.0,0.333333,0.482235,0.842105,0.0,0.285714,11.865,11.733,11.353,4.988
cv_data4-7-15,7.0,6.0,0.857143,0.666667,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,16.0,8.42857,5.49954,0.380952,20.0,0.333333,0.451549,0.473684,0.0,0.142857,893.188,944.267,126.544,58.7
cv_data4-7-16,7.0,6.0,0.857143,0.666667,0.0,0.714286,0.714286,1.0,1.0,1.0,0.0,2.0,7.0,4.2,1.72047,0.214286,11.0,0.333333,0.511562,0.421053,0.0,0.285714,0.2,0.288,18.001,9.033
cv_data4-7-17,7.0,6.0,0.857143,0.666667,0.0,0.857143,0.857143,1.0,1.0,1.0,0.0,3.0,16.0,11.0,5.06623,0.357143,17.0,0.333333,0.485832,0.473684,0.0,0.571429,0.264,0.34,1.464,1.164
cv_data4-7-19,7.0,6.0,0.857143,0.666667,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,26.0,11.2857,7.86882,0.380952,18.0,0.333333,0.483666,0.736842,0.0,0.285714,30.118,30.686,12.541,5.98
cv_data4-7-2,7.0,6.0,0.857143,0.666667,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,19.0,8.57143,6.25316,0.404762,19.0,0.333333,0.485024,0.947368,0.0,0.285714,8.741,9.149,49.971,26.998
cv_data4-7-20,7.0,6.0,0.857143,0.666667,0.0,1.0,1.0,1.0,1.0,1.0,0.0,2.0,22.0,11.2857,6.88091,0.428571,21.0,0.333333,0.480436,0.631579,0.0,0.285714,2.372,3.352,0.192,1.008
cv_data4-7-21,7.0,6.0,0.857143,0.666667,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,21.0,7.14286,6.74915,0.428571,22.0,0.333333,0.43628,0.578947,0.0,0.0,11.193,10.981,17.837,17.009
cv_data4-7-22,7.0,6.0,0.857143,0.666667,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,19.0,8.42857,5.52545,0.404762,20.0,0.333333,0.47181,0.526316,0.0,0.428571,NaN,NaN,432.431,179.491
cv_data4-7-23,7.0,6.0,0.857143,0.666667,0.0,0.857143,0.857143,1.0,1.0,1.0,0.0,1.0,23.0,10.0,6.87992,0.309524,14.0,0.333333,0.518756,0.684211,0.0,0.428571,1.232,1.16,5.684,3.168
cv_data4-7-24,7.0,6.0,0.857143,0.666667,0.0,1.0,1.0,1.0,1.0,1.0,0.0,2.0,16.0,7.57143,4.43548,0.404762,20.0,0.333333,0.452613,0.473684,0.0,0.142857,0.488,0.332,0.26,0.124
cv_data4-7-25,7.0,6.0,0.857143,0.666667,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,25.0,8.28571,7.81417,0.380952,18.0,0.333333,0.480987,0.473684,0.0,0.142857,NaN,NaN,108.619,55.319
cv_data4-7-26,7.0,6.0,0.857143,0.666667,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,14.0,7.0,4.0,0.357143,18.0,0.333333,0.468544,0.789474,0.0,0.142857,5.748,5.26,40.315,32.738
cv_data4-7-27,7.0,6.0,0.857143,0.666667,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,26.0,10.2857,8.54759,0.452381,22.0,0.333333,0.479592,0.631579,0.0,0.142857,NaN,NaN,134.6,106.611
cv_data4-7-28,7.0,6.0,0.857143,0.666667,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,12.0,6.28571,4.06076,0.47619,25.0,0.333333,0.421451,0.526316,0.0,0.142857,0.936,0.688,0.344,0.364
cv_data4-7-29,7.0,6.0,0.857143,0.666667,0.0,1.0,1.0,1.0,1.0,1.0,0.0,2.0,22.0,8.57143,6.49961,0.357143,17.0,0.333333,0.499596,0.578947,0.0,0.285714,14.301,12.857,4.224,3.12
cv_data4-7-3,7.0,6.0,0.857143,0.666667,0.0,0.714286,0.714286,1.0,1.0,1.0,0.0,2.0,19.0,7.6,6.01997,0.309524,14.0,0.333333,0.492475,0.894737,0.0,0.142857,1.02,1.22,0.888,0.628
cv_data4-7-30,7.0,6.0,0.857143,0.666667,0.0,0.857143,0.857143,1.0,1.0,1.0,0.0,2.0,19.0,9.83333,5.14512,0.357143,17.0,0.333333,0.482125,0.578947,0.0,0.428571,4.6,1.408,0.432,0.352
cv_data4-7-31,7.0,6.0,0.857143,0.666667,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,9.0,4.71429,2.6573,0.380952,21.0,0.333333,0.438445,0.631579,0.0,0.142857,NaN,NaN,25.406,15.453
cv_data4-7-32,7.0,6.0,0.857143,0.666667,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,20.0,8.57143,6.09114,0.380952,19.0,0.333333,0.46803,0.789474,0.0,0.0,NaN,NaN,83.561,57.224
cv_data4-7-33,7.0,6.0,0.857143,0.666667,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,14.0,7.14286,4.94046,0.380952,19.0,0.333333,0.472177,0.736842,0.0,0.142857,934.406,1203.52,32.114,33.666
cv_data4-7-34,7.0,6.0,0.857143,0.666667,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,22.0,8.0,6.76123,0.357143,17.0,0.333333,0.480877,0.947368,0.0,0.142857,0.096,0.092,0.296,0.128
cv_data4-7-35,7.0,6.0,0.857143,0.666667,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,11.0,5.42857,3.45821,0.428571,22.0,0.333333,0.437931,0.368421,0.0,0.0,26.122,28.178,7.176,6.564
cv_data4-7-36,7.0,6.0,0.857143,0.666667,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,23.0,10.2857,7.9231,0.404762,19.0,0.333333,0.48095,0.578947,0.0,0.142857,0.192,0.684,0.936,1.308
cv_data4-7-37,7.0,6.0,0.857143,0.666667,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,13.0,6.0,3.70328,0.380952,19.0,0.333333,0.46546,0.736842,0.0,0.285714,201.793,259.488,21.665,35.174
cv_data4-7-38,7.0,6.0,0.857143,0.666667,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,23.0,8.85714,7.15998,0.333333,16.0,0.333333,0.472434,0.421053,0.0,0.142857,2.088,2.16,0.548,0.488
cv_data4-7-39,7.0,6.0,0.857143,0.666667,0.0,0.857143,0.857143,1.0,1.0,1.0,0.0,2.0,25.0,10.8333,8.19383,0.357143,16.0,0.333333,0.48407,0.736842,0.0,0.285714,604.022,702.224,129.468,50.035
cv_data4-7-4,7.0,6.0,0.857143,0.666667,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,22.0,8.71429,7.59162,0.428571,21.0,0.333333,0.48073,0.947368,0.0,0.0,3.68,14.881,2.924,1.304
cv_data4-7-40,7.0,6.0,0.857143,0.666667,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,17.0,8.57143,5.57692,0.380952,19.0,0.333333,0.481097,0.842105,0.0,0.285714,0.54,0.484,0.256,0.124
cv_data4-7-5,7.0,6.0,0.857143,0.666667,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,20.0,8.71429,5.64963,0.404762,20.0,0.333333,0.457862,0.578947,0.0,0.142857,46.455,44.535,76.485,29.214
cv_data4-7-6,7.0,6.0,0.857143,0.666667,0.0,1.0,1.0,1.0,1.0,1.0,0.0,3.0,18.0,9.42857,5.85191,0.5,26.0,0.333333,0.456688,0.473684,0.0,0.142857,2.244,4.272,11.713,8.173
cv_data4-7-7,7.0,6.0,0.857143,0.666667,0.0,1.0,1.0,1.0,1.0,1.0,0.0,2.0,16.0,8.28571,4.36592,0.452381,23.0,0.333333,0.464065,0.684211,0.0,0.142857,864.594,667.686,121.948,62.636
cv_data4-7-8,7.0,6.0,0.857143,0.666667,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,16.0,7.42857,5.42105,0.333333,17.0,0.333333,0.47816,0.684211,0.0,0.142857,1.912,2.408,0.78,0.596
cv_data4-7-9,7.0,6.0,0.857143,0.666667,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,16.0,7.0,5.60612,0.357143,18.0,0.333333,0.484657,0.789474,0.0,0.142857,0.456,0.408,0.94,0.552
cv_data5-10-19,10.0,7.0,0.7,0.714286,0.0,1.0,1.0,1.0,1.0,1.0,0.0,2.0,25.0,11.6,8.26075,0.457143,36.0,0.285714,0.48866,0.541667,0.0,0.2,NaN,NaN,1236.317,1059.75
cv_data5-10-23,10.0,7.0,0.7,0.714286,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,32.0,14.7,11.0639,0.457143,35.0,0.285714,0.460788,0.375,0.0,0.0,NaN,NaN,2579.769,556.423
cv_data5-10-32,10.0,7.0,0.7,0.714286,0.0,0.9,0.9,1.0,1.0,1.0,0.0,2.0,20.0,10.6667,5.07718,0.4,31.0,0.285714,0.511379,0.958333,0.0,0.5,NaN,NaN,2967.681,NaN
cv_data5-10-33,10.0,7.0,0.7,0.714286,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,28.0,14.4,8.61626,0.5,40.0,0.285714,0.484207,0.666667,0.0,0.2,NaN,NaN,NaN,3050.235
cv_data5-4-1,4.0,7.0,1.75,0.714286,0.0,1.0,1.0,1.0,1.0,1.0,0.0,3.0,9.0,5.5,2.29129,0.428571,16.0,0.285714,0.488916,0.444444,0.0,0.25,564.919,590.937,68.6,64.056
cv_data5-4-10,4.0,7.0,1.75,0.714286,0.0,1.0,1.0,1.0,1.0,1.0,0.0,3.0,13.0,7.0,3.937,0.428571,15.0,0.285714,0.509975,0.722222,0.0,0.0,0.564,0.588,0.308,0.296
cv_data5-4-12,4.0,7.0,1.75,0.714286,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,8.0,3.5,2.69258,0.428571,17.0,0.285714,0.494027,0.555556,0.0,0.0,46.627,42.235,61.76,57.784
cv_data5-4-13,4.0,7.0,1.75,0.714286,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,17.0,6.25,6.37868,0.464286,17.0,0.285714,0.473892,0.666667,0.0,0.0,NaN,NaN,320.532,242.255
cv_data5-4-14,4.0,7.0,1.75,0.714286,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,11.0,6.0,3.80789,0.535714,20.0,0.285714,0.46564,0.611111,0.0,0.25,NaN,NaN,1264.015,1259.867
cv_data5-4-15,4.0,7.0,1.75,0.714286,0.0,1.0,1.0,1.0,1.0,1.0,0.0,5.0,16.0,10.5,4.272,0.5,17.0,0.285714,0.543904,0.444444,0.0,0.5,NaN,NaN,60.304,60.66
cv_data5-4-16,4.0,7.0,1.75,0.714286,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,11.0,5.25,3.76663,0.5,18.0,0.285714,0.491749,0.5,0.0,0.25,338.085,289.334,28.646,35.018
cv_data5-4-17,4.0,7.0,1.75,0.714286,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,13.0,7.0,5.52268,0.5,18.0,0.285714,0.485283,0.611111,0.0,0.0,NaN,NaN,1124.37,1010.499
cv_data5-4-18,4.0,7.0,1.75,0.714286,0.0,0.75,0.75,1.0,1.0,1.0,0.0,2.0,8.0,5.0,2.44949,0.25,8.0,0.285714,0.555788,0.777778,0.0,0.5,0.388,0.34,1.372,1.876
cv_data5-4-20,4.0,7.0,1.75,0.714286,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,9.0,4.75,3.03109,0.428571,15.0,0.285714,0.505111,0.888889,0.0,0.25,417.706,541.146,7.048,21.585
cv_data5-4-21,4.0,7.0,1.75,0.714286,0.0,1.0,1.0,1.0,1.0,1.0,0.0,4.0,8.0,6.25,1.47902,0.5,19.0,0.285714,0.510222,0.777778,0.0,0.25,NaN,NaN,2854.162,2822.916
cv_data5-4-22,4.0,7.0,1.75,0.714286,0.0,1.0,1.0,1.0,1.0,1.0,0.0,4.0,9.0,6.25,1.92029,0.464286,17.0,0.285714,0.530419,0.833333,0.0,0.5,314.556,317.788,43.935,38.822
cv_data5-4-23,4.0,7.0,1.75,0.714286,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,11.0,6.0,3.80789,0.321429,11.0,0.285714,0.52032,0.777778,0.0,0.25,0.5,0.472,0.2,0.196
cv_data5-4-24,4.0,7.0,1.75,0.714286,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,13.0,5.75,4.76314,0.5,18.0,0.285714,0.462254,0.611111,0.0,0.25,NaN,NaN,282.866,265.525
cv_data5-4-25,4.0,7.0,1.75,0.714286,0.0,1.0,1.0,1.0,1.0,1.0,0.0,4.0,16.0,9.75,5.30919,0.464286,16.0,0.285714,0.546305,0.666667,0.0,0.5,NaN,NaN,233.355,201.601
cv_data5-4-27,4.0,7.0,1.75,0.714286,0.0,1.0,1.0,1.0,1.0,1.0,0.0,2.0,19.0,9.0,6.20484,0.5,17.0,0.285714,0.504557,0.666667,0.0,0.25,73.965,85.521,6.58,5.9
cv_data5-4-29,4.0,7.0,1.75,0.714286,0.0,1.0,1.0,1.0,1.0,1.0,0.0,4.0,11.0,7.25,2.86138,0.535714,20.0,0.285714,0.514286,0.777778,0.0,0.5,NaN,NaN,123.768,150.445
cv_data5-4-3,4.0,7.0,1.75,0.714286,0.0,1.0,1.0,1.0,1.0,1.0,0.0,4.0,16.0,8.25,4.60299,0.5,17.0,0.285714,0.515825,0.611111,0.0,0.5,NaN,NaN,202.321,187.94
cv_data5-4-30,4.0,7.0,1.75,0.714286,0.0,1.0,1.0,1.0,1.0,1.0,0.0,3.0,12.0,6.25,3.49106,0.464286,16.0,0.285714,0.499631,0.888889,0.0,0.25,2.472,2.82,2.3,2.04
cv_data5-4-31,4.0,7.0,1.75,0.714286,0.0,1.0,1.0,1.0,1.0,1.0,0.0,2.0,13.0,8.25,4.02337,0.464286,17.0,0.285714,0.543904,0.611111,0.0,0.75,2086.65,1950.48,298.295,276.989
cv_data5-4-32,4.0,7.0,1.75,0.714286,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,8.0,3.75,2.68095,0.5,19.0,0.285714,0.445751,0.333333,0.0,0.0,21.645,24.758,16.553,15.669
cv_data5-4-33,4.0,7.0,1.75,0.714286,0.0,1.0,1.0,1.0,1.0,1.0,0.0,3.0,12.0,8.5,3.3541,0.464286,16.0,0.285714,0.481281,0.388889,0.0,0.25,41.851,47.363,13.501,29.734
cv_data5-4-34,4.0,7.0,1.75,0.714286,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,15.0,8.25,5.26189,0.5,18.0,0.285714,0.504926,0.611111,0.0,0.25,NaN,NaN,969.093,976.633
